X,Y,Debris Levels,Date
-154.766666666616,22.7166666665787,0,2012-07-20
-152.45,26.433333333634895,0,2012-07-20
-126.23333333329501,47.05,1,2012-07-07
-125.900000000241,46.1166666663639,0,2012-07-08
-125.516666666645,46.1,1,2012-07-08
-126.083333333466,42.4333333335618,1,2012-07-08
-126.7,41.233333333191,0,2012-07-09
-126.36666666687599,42.0333333336014,0,2012-07-09
-126.083333333466,43.3000000001425,1,2012-07-09
-126.766666666721,43.183333333187505,1,2012-07-09
-130.516666666947,37.6333333332731,1,2012-07-10
-128.966666666315,37.5333333333179,0,2012-07-10
-127.45,40.766666666647,1,2012-07-10
-127.966666666254,40.1166666669835,1,2012-07-10
-130.466666666405,36.2500000000203,2,2012-07-11
-134.13333333359301,34.55,3,2012-07-11
-130.466666666405,38.3666666665272,1,2012-07-11
-134.049999999656,33.566666666571805,1,2012-07-12
-133.616666666416,34.6833333330691,1,2012-07-12
-132.966666666556,37.5999999999377,1,2012-07-12
-130.033333333166,33.9166666670118,1,2012-07-12
-134.95000000042901,34.9333333331569,1,2012-07-12
-137.716666666843,34.2333333332337,3,2012-07-13
-137.04999999983698,33.2999999999592,0,2012-07-13
-137.766666666487,31.550000000328897,3,2012-07-13
-132.233333333658,37.433333333119705,0,2012-07-13
-142.366666666945,32.5166666669127,1,2012-07-14
-141.316666666342,33.383333333073395,1,2012-07-14
-141.066666666327,33.9833333333942,3,2012-07-14
-140.866666666854,30.4166666664888,1,2012-07-14
-144.26666666687998,31.9666666670476,0,2012-07-15
-143.599999999873,31.9333333335554,2,2012-07-15
-144.05,29.5333333332946,1,2012-07-15
-148.04999999960302,28.000000000388898,0,2012-07-16
-143.816666666493,27.516666666549,1,2012-07-16
-154.31666666623002,23.383333333417603,0,2012-07-20
-155.31666666629,22.283333333744398,0,2012-07-20
-156.150000000273,21.883333332953402,0,2012-07-20
-147.050000000441,30.0499999996999,0,2012-07-20
-149.399999999865,25.099999999692603,0,2012-07-20
-154.133333333005,24.216666666437696,0,2012-07-21
-155.616666666847,21.783333333386697,0,2012-07-21
-156.03333333293997,21.616666666402697,0,2012-07-21
-124.7666666666,48.8166666665028,0,2012-08-16
-156.933333333713,27.3000000002269,0,2012-08-04
-156.566666666365,21.549999999791797,0,2012-08-04
-156.999999999605,30.0666666667906,0,2012-08-05
-155.933333333653,24.299999999881397,0,2012-08-05
-156.599999999761,24.5166666668133,0,2012-08-05
-154.566666666245,27.333333332961697,0,2012-08-06
-144.89999999959298,42.316666666573795,0,2012-08-09
-131.03333333322598,47.98333333357229,0,2012-08-11
-140.16666666645202,47.933333333352,0,2012-08-11
-140.616666666839,44.749999999930296,0,2012-08-12
-135.65,46.3666666669056,0,2012-08-12
-135.21666666669202,48.5666666665368,0,2012-08-12
-132.85000000012198,46.8999999997804,0,2012-08-12
-139.28333333372402,45.73333333330971,0,2012-08-12
-136.699999999636,46.0500000003026,0,2012-08-13
-130.333333333723,48.499999999789,0,2012-08-13
-130.6,48.7000000002366,0,2012-08-13
-129.35,47.666666666832,0,2012-08-13
-131.700000000232,47.600000000120794,0,2012-08-13
-136.083333333172,46.5666666666504,0,2012-08-13
-138.449999999742,43.916666666461495,0,2012-08-13
-136.699999999636,46.0500000003026,0,2012-08-14
-138.383333332952,45.13333333325561,0,2012-08-14
-125.94999999988501,48.80000000024321,0,2012-08-14
-127.583333333557,48.2000000000615,0,2012-08-14
-135.15,45.2666666665892,0,2012-08-14
-127.883333333215,48.6666666667114,0,2012-08-15
-134.466666666647,46.65,0,2012-08-15
-129.58333333367702,48.750000000132296,0,2012-08-15
-131.65,46.4999999997044,0,2012-08-15
-130.316666666576,47.933333333352,0,2012-08-16
-127.6333333332,47.68333333325911,0,2012-08-16
-125.633333333079,48.4000000002211,0,2012-08-17
-140.98333333328802,45.1,0,2012-08-17
-151.86666666661998,34.4166666667426,1,2012-08-04
-153.95,33.566666666571805,1,2012-08-04
-156.183333333668,27.533333333565,1,2012-08-04
-149.20000000039101,37.066666666351,1,2012-08-05
-152.266666666465,34.8499999999143,1,2012-08-05
-151.116666666575,37.6333333332731,1,2012-08-05
-152.19999999967501,35.016666666539,1,2012-08-05
-155.40000000022698,30.0166666670455,1,2012-08-05
-150.616666666545,36.9000000002507,1,2012-08-06
-156.616666666907,27.250000000267,1,2012-08-06
-150.2166666667,38.283333333257104,1,2012-08-06
-150.916666667102,35.75,1,2012-08-06
-148.616666666424,38.4499999997009,1,2012-08-07
-153.84999999959498,30.1333333329622,1,2012-08-07
-127.33333333354099,40.10000000025921,1,2012-08-07
-156.383333333141,30.0666666667906,1,2012-08-07
-147.06666666669,40.283333333291395,1,2012-08-07
-155.983333333296,31.7666666663545,1,2012-08-07
-150.183333333305,37.5333333333179,1,2012-08-07
-147.033333333295,40.10000000025921,1,2012-08-08
-155.983333333296,31.9666666670476,1,2012-08-08
-147.583333332968,40.900000000219606,1,2012-08-08
-155.8,32.983333333009895,1,2012-08-08
-149.366666666469,39.44999999989879,1,2012-08-08
-148.850000000191,38.2333333330246,1,2012-08-09
-140.199999999848,45.46666666635549,1,2012-08-09
-144.233333333485,42.86666666641,1,2012-08-09
-155.416666666476,33.4500000003402,1,2012-08-09
-155.716666667033,33.7833333329825,1,2012-08-09
-148.866666666439,40.0333333330534,1,2012-08-10
-155.31666666629,34.6666666668685,1,2012-08-10
-155.750000000428,35.016666666539,1,2012-08-10
-149.666666667027,40.8166666664192,1,2012-08-11
-153.349999999564,35.933333333625896,1,2012-08-11
-155.849999999715,36.5166666667311,1,2012-08-11
-142.316666666403,44.2333333332652,1,2012-08-11
-145.616666666243,42.7833333332324,1,2012-08-12
-152.9,38.0000000002117,1,2012-08-12
-141.45,42.716666666388996,1,2012-08-12
-141.58333333350402,43.783333333087505,1,2012-08-13
-150.166666667057,39.333333333645704,1,2012-08-13
-149.0,40.9999999996779,1,2012-08-14
-143.84999999988898,44.266666666739795,1,2012-08-16
-145.55000000035102,43.2333333331252,1,2012-08-16
-143.05,43.63333333351271,1,2012-08-17
-151.833333333225,34.949999999657805,2,2012-08-04
-151.9,34.316666666507395,2,2012-08-04
-151.333333333195,36.3666666667454,2,2012-08-05
-153.283333333672,34.3666666670204,2,2012-08-07
-149.299999999679,39.399999999818505,2,2012-08-07
-152.66666666631,33.8666666663297,2,2012-08-07
-151.383333333737,36.433333333075105,2,2012-08-08
-142.61666666696001,42.9999999997013,2,2012-08-08
-152.716666666851,32.5833333330865,2,2012-08-08
-146.066666666629,41.8666666665055,2,2012-08-08
-151.16666666621902,35.5499999999086,2,2012-08-08
-151.8,35.133333333580396,2,2012-08-09
-146.816666666675,41.2833333332412,2,2012-08-09
-149.45000000040702,37.283333333201206,2,2012-08-09
-150.699999999584,27.783333333600897,2,2012-08-10
-144.399999999563,42.7333333331683,2,2012-08-10
-147.416666666891,39.1999999998844,2,2012-08-10
-150.049999999724,36.8500000001747,2,2012-08-12
-135.666666667079,46.916666666688,2,2012-08-12
-148.116666666394,38.0666666667797,2,2012-08-13
-146.433333333079,42.716666666388996,2,2012-08-15
-147.38333333349502,42.316666666573795,2,2012-08-15
-154.033333333718,32.0500000001379,3,2012-08-06
-144.91666666673999,41.0499999999777,3,2012-08-11
-148.633333333571,40.8833333335045,3,2012-08-14
