Date,Latitude,Longitude,CD1  (/km^2),CD2  (/km^2),CD3  (/km^2),CD4  (/km^2),WD1 (g/km^2),WD2 (g/km^2),WD3 (g/km^2),WD4 (g/km^2),Sea State,Source,Info,Comments,,,,,
,,,.335-.999 mm,1.00-4.75 mm,4.75-200 mm,>200 mm,.335-.999 mm,1.00-4.75 mm,4.75-200 mm,>200 mm,(Beaufort Scale),,,,,,,,
9/1/2010,19.9432,-64.5649,"58,102.96","21,259.89","2,226.17",,4.45,26.83,4.23,,2.50,M. Eriksen,NAG10-SM001,,,,,,
9/1/2010,20.2173,-64.3828,"6,639.79","4,031.30","1,067.11",,1.04,28.69,40.79,,2.00,M. Eriksen,NAG10-SM002,,,,,,
9/1/2010,20.4521,-64.1968,"15,246.71","12,147.79",991.66,,2.57,42.62,"3,503.27",,2.00,M. Eriksen,NAG10-SM003,,,,,,
10/1/2010,21.1293,-63.8333,"5,347.35","6,851.29","1,420.39",,1.15,12.86,4.26,,2.00,M. Eriksen,NAG10-SM004,,,,,,
10/1/2010,21.4730,-63.5899,"4,090.58","5,317.76",409.06,,0.48,29.63,4.36,,2.00,M. Eriksen,NAG10-SM005,,,,,,
10/1/2010,21.7367,-63.4227,"44,914.59","46,144.76","33,133.71",,6.26,47.98,"2,051.84",,2.00,M. Eriksen,NAG10-SM006,,,,,,
11/1/2010,22.1500,-63.1474,"17,324.82","4,519.52",502.17,,1.38,3.52,1.13,,2.00,M. Eriksen,NAG10-SM007,,,,,,
11/1/2010,22.8418,-62.7592,"10,467.48","10,329.75",413.19,,1.24,33.90,15.84,,2.00,M. Eriksen,NAG10-SM008,,,,,,
12/1/2010,24.3576,-62.8129,"7,434.53","9,436.14",190.63,,1.14,28.59,0.29,,4.00,M. Eriksen,NAG10-SM009,,,,,,
12/1/2010,24.3576,-62.8129,0.00,"1,510.37",704.84,,0.00,8.96,13.59,,4.00,M. Eriksen,NAG10-SM010,,,,,,
13/01/2010,24.7657,-62.7221,377.59,"1,636.23",377.59,,0.11,5.41,7.93,,4.00,M. Eriksen,NAG10-SM011,,,,,,
13/01/2010,25.3751,-62.4785,"3,126.56","2,918.12",416.87,,0.46,3.99,0.42,,3.00,M. Eriksen,NAG10-SM012,,,,,,
13/01/2010,25.5607,-62.4387,"428,395.48","132,757.97","119,370.62",,15.62,837.83,"25,752.82",,2.00,M. Eriksen,NAG10-SM013,,,,,,
14/01/2010,26.0914,-61.7168,0.00,"2,111.27",351.88,,0.00,4.52,8.45,,4.50,M. Eriksen,NAG10-SM014,,,,,,
15/01/2010,29.2490,-62.9857,"4,682.38","14,983.63","1,560.79",,0.61,86.00,105.82,,2.50,M. Eriksen,NAG10-SM015,,,,,,
15/01/2010,29.7453,-63.2167,"3,020.74","35,544.01","3,725.58",,0.41,165.27,613.71,,2.00,M. Eriksen,NAG10-SM016,,,,,,
16/01/2010,30.5477,-63.7064,"31,985.11","157,152.30","4,991.90",,8.10,778.18,599.95,,2.00,M. Eriksen,NAG10-SM017,,,,,,
17/01/2010,31.1813,-64.0147,"1,173.82","10,137.53","1,814.08",,0.45,47.17,101.16,,2.50,M. Eriksen,NAG10-SM018,,,,,,
17/01/2010,31.5350,-64.2677,"9,953.75","31,224.77","2,590.70",,1.50,135.67,67.49,,2.00,M. Eriksen,NAG10-SM019,,,,,,
18/01/2010,31.9644,-64.5448,"4,082.42","24,984.39","2,776.04",,0.65,154.97,"1,465.26",,2.00,M. Eriksen,NAG10-SM020,,,,,,
28/01/2010,32.3200,-64.4322,"6,826.00","37,944.54","4,818.35",,1.20,287.29,307.97,,2.00,M. Eriksen,NAG10-SM021,,,,,,
28/01/2010,32.0790,-64.6316,0.00,"52,359.45","3,272.47",,0.00,449.15,175.08,,2.50,M. Eriksen,NAG10-SM022,,,,,,
29/01/2010,31.5865,-62.7727,"2,757.70","29,685.78",811.09,,0.45,209.89,50.94,,2.50,M. Eriksen,NAG10-SM023,,,,,,
29/01/2010,31.2001,-62.0368,0.00,"14,085.83","2,134.22",,0.00,109.54,90.92,,2.50,M. Eriksen,NAG10-SM024,,,,,,
30/01/2010,30.8735,-61.3126,"5,454.11","85,973.98","7,032.93",,1.18,505.72,701.43,,2.50,M. Eriksen,NAG10-SM025,,,,,,
31/01/2010,30.0730,-58.7081,"3,346.84","40,533.95","5,454.11",,0.47,187.16,193.50,,2.00,M. Eriksen,NAG10-SM026,,,,,,
31/01/2010,30.0730,-58.7081,619.79,"2,107.27",371.87,,0.74,25.54,14.50,,1.50,M. Eriksen,NAG10-SM027,,,,,,
1/2/2010,29.6835,-56.6993,434.88,"4,566.23",543.60,,0.13,33.59,93.72,,3.00,M. Eriksen,NAG10-SM028,,,,,,
2/2/2010,29.5392,-54.9628,"2,727.05","64,494.84","2,999.76",,0.88,288.80,103.36,,2.00,M. Eriksen,NAG10-SM029,,,,,,
2/2/2010,29.2797,-53.6117,"31,002.30","36,799.48","1,638.33",,5.83,79.27,279.40,,1.50,M. Eriksen,NAG10-SM030,,,,,,
3/2/2010,28.9070,-51.8931,"2,680.58","27,452.85","1,756.24",,0.63,139.67,35.77,,1.50,M. Eriksen,NAG10-SM031,,,,,,
3/2/2010,28.7729,-51.0777,"43,126.42","99,927.07","4,558.08",,9.47,341.92,134.99,,3.00,M. Eriksen,NAG10-SM032,,,,,,
3/2/2010,28.5522,-50.1026,"1,431.70","26,997.84","1,636.23",,0.78,268.53,205.55,,3.00,M. Eriksen,NAG10-SM033,,,,,,
9/2/2010,35.6729,-35.0237,"3,151.26","8,241.76",0.00,,0.44,56.72,0.00,,3.00,M. Eriksen,NAG10-SM034,,,,,,
9/2/2010,36.2937,-33.3888,"1,163.54","19,198.46","3,781.52",,0.23,154.54,214.24,,2.50,M. Eriksen,NAG10-SM035,35,,,,,
28/08/2010,-23.4996,-39.2757,"13,612.36","9,487.40","2,681.22",,1.69,20.01,19.86,,3.00,M. Eriksen,SAG10-1,,,,,,
29/08/2010,-23.7290,-37.4867,"2,142.69","3,116.63",0.00,,0.53,23.76,0.00,,3.00,M. Eriksen,SAG10-2,,,,,,
29/08/2010,-23.8868,-36.6933,"1,080.87","6,330.82",154.41,,0.19,61.13,1.85,,3.00,M. Eriksen,SAG10-3,,,,,,
30/08/2010,-24.1104,-33.9573,"17,251.58","21,520.02","1,244.96",,1.60,126.81,4.62,,2.00,M. Eriksen,SAG10-4,,,,,,
31/08/2010,-23.0308,-30.8532,"8,264.64","16,028.40",0.00,,0.93,104.94,0.00,,3.00,M. Eriksen,SAG10-5,,,,,,
1/9/2010,-22.2970,-29.2472,"1,051.23","2,803.27","1,051.23",,0.70,22.43,89.00,,5.00,M. Eriksen,SAG10-6,,,,,,
2/9/2010,-20.8268,-28.2509,"1,313.45","2,189.08",0.00,,0.04,10.95,0.00,,4.00,M. Eriksen,SAG10-7,,,,,,
2/9/2010,-19.7983,-27.3385,"1,868.85","4,360.64",0.00,,0.31,18.94,0.00,,3.00,M. Eriksen,SAG10-8,,,,,,
3/9/2010,-18.6150,-26.1638,194.67,584.01,0.00,,0.02,1.95,0.00,,3.00,M. Eriksen,SAG10-9,,,,,,
3/9/2010,-17.8870,-25.0860,"1,816.80",0.00,0.00,,1.09,0.00,0.00,,3.00,M. Eriksen,SAG10-10,,,,,,
4/9/2010,-16.9837,-23.7325,"1,968.85","3,281.42",0.00,,0.16,2.26,0.00,,4.00,M. Eriksen,SAG10-11,,,,,,
4/9/2010,-16.2435,-22.5333,"1,006.30",503.15,335.43,,0.07,3.22,4.51,,4.00,M. Eriksen,SAG10-12,,,,,,
5/9/2010,-13.9923,-20.7390,0.00,"4,488.90",320.64,,0.00,20.20,43.61,,4.00,M. Eriksen,SAG10-13,,,,,,
10/11/2010,-26.4261,-41.0363,0.00,"1,973.57",845.81,,0.00,5.47,1.41,,4.00,M. Eriksen,SAG10-14,,,,,,
11/11/2010,-26.3881,-39.9167,363.39,"5,087.42","1,453.55",,0.03,29.00,10.97,,4.00,M. Eriksen,SAG10-15,,,,,,
11/11/2010,-26.1893,-38.7646,503.15,"2,515.76",503.15,,0.25,11.22,25.84,,4.00,M. Eriksen,SAG10-16,,,,,,
12/11/2010,-26.1310,-37.5873,0.00,"4,862.50",540.28,,0.00,31.74,57.16,,4.00,M. Eriksen,SAG10-17,,,,,,
12/11/2010,-25.9968,-36.4999,"3,400.01","8,985.73",485.72,,0.31,51.56,40.53,,4.00,M. Eriksen,SAG10-18,,,,,,
13/11/2010,-25.8957,-35.3693,"1,962.29","3,270.48",654.10,,0.36,6.87,11.05,,3.00,M. Eriksen,SAG10-19,,,,,,
13/11/2010,-25.8010,-34.2127,0.00,"14,090.91",0.00,,0.00,84.96,0.00,,3.00,M. Eriksen,SAG10-20,,,,,,
14/11/2010,-25.9165,-35.0814,"1,206.33","6,433.74","4,423.19",,0.44,10.86,50.59,,3.00,M. Eriksen,SAG10-21,,,,,,
14/11/2010,-26.0782,-31.9730,0.00,"8,328.91",0.00,,0.00,80.11,0.00,,3.00,M. Eriksen,SAG10-22,,,,,,
16/11/2010,-26.3129,-31.0914,"1,022.03","7,767.40",817.62,,0.04,57.58,122.87,,3.00,M. Eriksen,SAG10-23,,,,,,
17/11/2010,-26.4893,-30.0290,"2,289.34","9,320.88",654.10,,1.99,78.03,28.29,,4.00,M. Eriksen,SAG10-24,,,,,,
18/11/2010,-26.7957,-29.0970,473.98,"1,895.93",0.00,,0.33,18.84,0.00,,4.00,M. Eriksen,SAG10-25,,,,,,
18/11/2010,-26.6971,-28.0910,137.42,"2,336.06",549.66,,0.12,18.36,115.29,,4.00,M. Eriksen,SAG10-26,,,,,,
19/11/2010,-27.3323,-26.8913,893.57,"3,797.69",446.79,,0.22,52.72,27.48,,5.00,M. Eriksen,SAG10-27,,,,,,
19/11/2010,-27.8835,-25.8982,"1,514.11","3,677.13",216.30,,0.22,32.01,11.03,,5.00,M. Eriksen,SAG10-28,,,,,,
20/11/2010,-28.5773,-24.9763,268.07,"3,216.87",804.22,,0.03,21.71,143.42,,6.00,M. Eriksen,SAG10-29,,,,,,
21/11/2010,-29.5155,-24.6103,545.08,"2,725.40",0.00,,0.05,47.69,0.00,,6.00,M. Eriksen,SAG10-30,,,,,,
23/11/2010,-29.9658,-23.4819,"1,054.99","7,121.21",527.50,,0.21,54.33,41.67,,5.00,M. Eriksen,SAG10-31,,,,,,
23/11/2010,-30.6643,-22.6652,0.00,"2,725.40",817.62,,0.00,34.07,73.04,,5.00,M. Eriksen,SAG10-32,,,,,,
24/11/2010,-31.2527,-21.7331,"3,270.48","11,298.03","1,189.27",,0.24,60.56,111.49,,4.00,M. Eriksen,SAG10-33,,,,,,
24/11/2010,-31.8705,-20.7480,837.73,"1,809.49",368.60,,0.18,11.03,12.57,,4.00,M. Eriksen,SAG10-34,,,,,,
24/11/2010,-32.5913,-19.9480,"4,769.45","37,474.29","4,769.45",,1.36,271.59,334.00,,2.00,M. Eriksen,SAG10-35,,,,,,
25/11/2010,-33.4867,-19.0997,"8,687.22","38,325.98","4,088.10",,0.72,328.63,134.91,,2.00,M. Eriksen,SAG10-36,,,,,,
25/11/2010,-34.0419,-18.1859,817.62,"45,377.96",817.62,,0.49,292.79,9.81,,2.00,M. Eriksen,SAG10-37,,,,,,
26/11/2010,-34.6048,-17.1887,"116,236.40","146,897.18","17,847.32",,296.54,507.05,139.12,,2.00,M. Eriksen,SAG10-38,,,,,,
26/11/2010,-34.3330,-15.9772,"11,290.95","71,249.82","4,672.12",,2.88,358.47,137.36,,2.00,M. Eriksen,SAG10-39,,,,,,
27/11/2010,-34.0650,-14.7850,"13,462.04","91,462.67","3,167.54",,4.91,371.95,38.60,,2.00,M. Eriksen,SAG10-40,,,,,,
27/11/2010,-33.5729,-13.7057,"24,543.49","53,600.73","5,360.07",,4.23,160.24,26.80,,2.00,M. Eriksen,SAG10-41,,,,,,
27/11/2010,-33.2573,-12.4862,"6,813.51","19,532.05","4,996.57",,1.14,39.15,334.09,,2.00,M. Eriksen,SAG10-42,,,,,,
27/11/2010,-32.9033,-11.3745,"36,419.37","95,534.88",527.82,,7.92,368.94,16.89,,2.00,M. Eriksen,SAG10-43,,,,,,
28/11/2010,-32.6070,-10.2000,"123,897.43","51,918.92","37,759.22",,21.24,106.20,118.00,,2.00,M. Eriksen,SAG10-44,,,,,,
28/11/2010,-32.3348,-9.2109,"74,613.49","113,930.77","15,637.56",,19.97,329.95,"1,398.94",,1.00,M. Eriksen,SAG10-45,,,,,,
29/11/2010,-31.6387,-8.0787,"49,086.98","107,718.66","10,908.22",,11.93,794.46,37.43,,1.00,M. Eriksen,SAG10-46,,,,,,
29/11/2010,-31.9295,-6.9890,"1,855.89","14,847.09","8,042.17",,0.19,31.49,184.97,,1.00,M. Eriksen,SAG10-47,,,,,,
30/11/2010,-32.2780,-5.9515,"65,449.31","58,904.38","11,453.63",,8.48,65.60,289.61,,2.00,M. Eriksen,SAG10-48,,,,,,
30/11/2010,-32.6180,-4.8462,0.00,"55,189.41","3,406.75",,0.00,110.58,83.19,,2.00,M. Eriksen,SAG10-49,,,,,,
30/11/2010,-32.8350,-3.6837,"1,635.24","3,815.56","8,721.29",,0.38,20.60,94.63,,2.00,M. Eriksen,SAG10-50,,,,,,
1/12/2010,-33.0430,-2.4258,"47,450.75","83,993.28","6,544.93",,7.53,292.72,19.63,,2.00,M. Eriksen,SAG10-51,,,,,,
2/12/2010,-33.2157,-1.2692,"3,270.48","57,233.46","8,176.21",,0.65,341.44,17.33,,3.00,M. Eriksen,SAG10-52,,,,,,
2/12/2010,-33.4173,0.0825,"32,704.83","138,995.54","24,528.63",,6.70,566.12,288.37,,2.00,M. Eriksen,SAG10-53,,,,,,
2/12/2010,-33.6215,1.0787,"1,090.16","8,721.29","4,905.73",,0.22,8.07,25.89,,1.00,M. Eriksen,SAG10-54,,,,,,
3/12/2010,-33.8200,2.2640,"29,434.35","63,229.35","8,721.29",,5.01,257.88,63.28,,1.00,M. Eriksen,SAG10-55,,,,,,
3/12/2010,-34.0253,3.4618,"1,635.24","15,262.26",0.00,,1.64,97.02,0.00,,3.00,M. Eriksen,SAG10-56,,,,,,
4/12/2010,-34.1586,4.8587,0.00,"13,030.83","3,066.08",,0.00,157.06,91.83,,4.00,M. Eriksen,SAG10-57,,,,,,
4/12/2010,-34.3584,6.2549,"19,089.38","59,995.20","2,727.05",,5.32,259.07,35.45,,4.00,M. Eriksen,SAG10-58,,,,,,
5/12/2010,-34.3065,7.1063,0.00,"17,442.58",0.00,,0.00,101.49,0.00,,3.00,M. Eriksen,SAG10-59,,,,,,
5/12/2010,-34.0162,9.7782,"2,180.32","4,360.64",0.00,,0.87,34.99,0.00,,3.00,M. Eriksen,SAG10-60,,,,,,
6/12/2010,-33.7817,11.3967,"54,508.06","80,275.50","8,919.50",,12.78,903.35,125.86,,4.00,M. Eriksen,SAG10-61,,,,,,
15/01/2011,-17.7225,-5.9518,0.00,"8,657.16","1,923.81",,0.00,8.18,1.92,,3.00,M. Eriksen,SAG11-1,,,,,,
15/01/2011,-19.1813,-5.9712,"1,923.81",961.91,480.95,,0.96,3.37,2.40,,3.00,M. Eriksen,SAG11-2,,,,,,
16/01/2011,-20.8803,-5.9975,0.00,"3,692.48",263.75,,0.00,17.41,44.31,,3.00,M. Eriksen,SAG11-3,,,,,,
17/01/2011,-22.5407,-6.1887,"2,336.06","11,346.57","1,001.17",,0.33,81.06,73.09,,1.00,M. Eriksen,SAG11-4,,,,,,
17/01/2011,-23.8528,-6.3298,"9,386.58","8,645.54",0.00,,2.22,16.06,0.00,,1.00,M. Eriksen,SAG11-5,,,,,,
17/01/2011,-24.3825,-7.2670,"19,798.89","28,598.40","2,566.52",,2.57,107.43,34.83,,0.00,M. Eriksen,SAG11-6,,,,,,
18/01/2011,-24.9143,-8.2032,"25,126.88","33,502.51","1,994.20",,4.39,108.88,264.83,,0.00,M. Eriksen,SAG11-7,,,,,,
18/01/2011,-25.3823,-9.2272,"35,430.24","34,651.55","10,122.92",,8.57,41.66,52.56,,2.00,M. Eriksen,SAG11-8,,,,,,
18/01/2011,-25.8243,-10.2767,"204,626.19","245,286.25","30,937.00",,34.03,380.97,236.45,,1.00,M. Eriksen,SAG11-9,,,,,,
19/01/2011,-26.2905,-11.2880,"45,604.35","42,021.15","2,605.96",,5.54,57.33,17.59,,2.00,M. Eriksen,SAG11-10,,,,,,
19/01/2011,-26.8388,-12.2565,"18,937.54","34,568.53","3,607.15",,5.41,101.90,76.95,,2.00,M. Eriksen,SAG11-11,,,,,,
20/01/2011,-27.2220,-13.2660,"5,946.33","17,839.00",495.53,,1.49,77.80,41.62,,3.00,M. Eriksen,SAG11-12,,,,,,
20/01/2011,-27.6412,-14.3013,"88,575.59","147,823.48","17,478.13",,16.89,467.76,843.10,,1.00,M. Eriksen,SAG11-13,,,,,,
20/01/2011,-28.0320,-15.3368,"29,236.14","45,093.03","3,964.22",,5.45,279.48,229.92,,1.00,M. Eriksen,SAG11-14,,,,,,
21/01/2011,-28.3865,-16.3898,"17,885.46","47,268.70","4,258.44",,5.20,150.32,692.00,,3.00,M. Eriksen,SAG11-15,,,,,,
21/01/2011,-28.8320,-17.4430,"70,126.71","73,585.88","13,207.72",,12.26,227.68,120.44,,3.00,M. Eriksen,SAG11-16,,,,,,
22/01/2011,-29.1203,-18.5112,"22,192.57","41,757.06","3,504.09",,5.26,234.77,145.71,,2.00,M. Eriksen,SAG11-17,,,,,,
22/01/2011,-29.5068,-19.5708,"31,239.29","63,249.91","7,713.40",,8.41,214.43,40.11,,2.00,M. Eriksen,SAG11-18,,,,,,
22/01/2011,-29.9482,-20.7120,"21,597.53","65,178.27","5,785.05",,5.40,281.92,366.00,,2.00,M. Eriksen,SAG11-19,,,,,,
23/01/2011,-30.2798,-21.8330,"51,047.23","63,160.13","7,786.87",,9.08,158.33,665.78,,2.00,M. Eriksen,SAG11-20,,,,,,
23/01/2011,-30.5678,-22.9272,"138,304.02","119,185.53","17,491.39",,21.15,292.88,163.93,,1.00,M. Eriksen,SAG11-21,,,,,,
23/01/2011,-30.8960,-24.0645,"211,384.90","167,844.93","43,539.97",,30.91,273.87,169.51,,1.00,M. Eriksen,SAG11-22,,,,,,
24/01/2011,-31.1353,-25.2230,"173,744.43","193,855.26","10,549.95",,21.43,287.49,60.99,,2.00,M. Eriksen,SAG11-23,,,,,,
24/01/2011,-31.4843,-26.3197,"24,186.85","24,186.85","2,366.11",,2.63,58.36,31.55,,3.00,M. Eriksen,SAG11-24,,,,,,
25/01/2011,-31.6642,-27.5227,"96,946.47","84,682.16","18,396.47",,13.72,307.16,101.62,,2.00,M. Eriksen,SAG11-25,,,,,,
25/01/2011,-31.9400,-28.6897,"47,474.76","42,199.79",0.00,,8.44,88.14,0.00,,1.00,M. Eriksen,SAG11-26,,,,,,
26/01/2011,-32.4768,-29.7142,"82,179.24","90,939.46","21,274.83",,11.14,234.44,163.11,,2.00,M. Eriksen,SAG11-27,,,,,,
26/01/2011,-32.8310,-30.8133,"23,506.60","30,660.78","2,725.40",,3.75,65.07,209.52,,3.00,M. Eriksen,SAG11-28,,,,,,
27/01/2011,-33.2383,-32.0515,"26,607.32","36,030.75","1,940.12",,4.43,138.03,185.14,,4.00,M. Eriksen,SAG11-29,,,,,,
27/01/2011,-33.4538,-33.1737,"20,849.33","29,025.54","4,496.91",,3.03,87.89,150.85,,4.00,M. Eriksen,SAG11-30,,,,,,
27/01/2011,-33.6870,-34.3420,"7,432.92","14,542.66",323.17,,0.97,80.15,17.13,,5.00,M. Eriksen,SAG11-31,,,,,,
28/01/2011,-33.9352,-35.5030,545.08,"2,725.40",272.54,,0.27,14.44,60.23,,5.00,M. Eriksen,SAG11-32,,,,,,
29/01/2011,-34.6837,-36.4507,"15,609.13","52,773.71",0.00,,2.97,128.59,0.00,,2.00,M. Eriksen,SAG11-33,,,,,,
29/01/2011,-34.7650,-37.5982,"7,472.88","11,429.11","5,274.97",,1.32,66.82,143.74,,3.00,M. Eriksen,SAG11-34,,,,,,
30/01/2011,-34.6662,-38.8243,"38,357.52","52,993.94","10,094.08",,4.90,125.72,"1,090.16",,2.00,M. Eriksen,SAG11-35,,,,,,
31/01/2011,-34.8070,-40.0783,"90,716.98","36,208.92","9,733.58",,10.90,85.66,99.28,,2.00,M. Eriksen,SAG11-36,,,,,,
31/01/2011,-34.8687,-41.3467,"85,525.19","177,892.40","10,263.02",,10.26,370.84,51.32,,3.00,M. Eriksen,SAG11-37,,,,,,
31/01/2011,-34.8428,-42.5657,"3,303.52","8,809.38","1,651.76",,0.91,34.38,106.81,,2.00,M. Eriksen,SAG11-38,,,,,,
1/2/2011,-34.9098,-43.8572,"4,569.06","8,176.21","1,202.38",,0.96,37.75,108.94,,4.00,M. Eriksen,SAG11-39,,,,,,
1/2/2011,-35.0820,-45.0112,"29,360.02","24,528.63","3,716.46",,4.09,47.94,66.15,,4.00,M. Eriksen,SAG11-40,,,,,,
2/2/2011,-34.9393,-46.2998,"6,813.51","5,791.48","1,362.70",,1.02,42.41,82.44,,3.00,M. Eriksen,SAG11-41,,,,,,
2/2/2011,-35.1497,-47.8308,"16,352.42","39,129.00","2,920.07",,2.34,68.33,224.85,,2.00,M. Eriksen,SAG11-42,,,,,,
3/2/2011,-34.7158,-49.2130,"4,695.80","10,220.26",828.67,,1.08,61.32,36.19,,2.00,M. Eriksen,SAG11-43,104,,,,,
16/09/2007,37.2045,-133.8650,"15,506.45","18,552.36","1,107.60",,2.90,36.88,61.06,,4.00,C. Moore,NPG07-M001,,,,,,
16/09/2007,37.1755,-133.9495,"32,472.93","68,218.32","14,348.50",,8.84,297.77,"1,158.28",,4.00,C. Moore,NPG07-M002,,,,,,
18/09/2007,38.1515,-137.4531,"118,621.69","97,000.01","14,282.21",,13.69,88.07,"3,654.46",,3.00,C. Moore,NPG07-M004,,,,,,
20/09/2007,38.6913,-141.7720,"17,257.50","18,881.74","2,436.35",,1.89,35.90,37.76,,3.00,C. Moore,NPG07-M005,,,,,,
20/09/2007,38.6878,-142.0264,"5,100.93","14,353.77","1,660.77",,1.87,22.04,224.67,,3.00,C. Moore,NPG07-M006,,,,,,
20/09/2007,38.6410,-142.2665,"9,619.48","12,488.45",928.20,,1.96,21.26,14.43,,3.00,C. Moore,NPG07-M007,,,,,,
21/09/2007,37.8664,-143.8151,"16,235.81","255,134.23","11,597.01",,3.71,500.30,361.83,,4.00,C. Moore,NPG07-M008,,,,,,
22/09/2007,36.6822,-144.8449,"82,044.72","391,763.53","28,202.87",,31.23,788.09,"12,882.05",,4.00,C. Moore,NPG07-M010,,,,,,
22/09/2007,36.5084,-145.0356,"20,917.25","107,991.36","7,296.71",,6.32,212.72,40.38,,3.00,C. Moore,NPG07-M012,,,,,,
24/09/2007,32.5488,-146.9627,"22,362.54","60,773.50","7,498.03",,6.04,454.99,775.32,,4.00,C. Moore,NPG07-M013,,,,,,
24/09/2007,32.5205,-147.2988,"13,741.98","61,151.82","17,177.48",,4.12,522.88,"1,100.73",,4.00,C. Moore,NPG07-M015,,,,,,
26/09/2007,31.5611,-152.6133,"5,382.34","29,710.54","6,028.23",,1.46,411.00,"4,039.99",,3.50,C. Moore,NPG07-M018,,,,,,
27/09/2007,29.4539,-153.5200,"2,016.65","23,527.53","5,377.72",,0.81,289.86,494.62,,4.00,C. Moore,NPG07-M019,,,,,,
10/11/2007,18.8899,-155.6586,0.00,"8,386.43",0.00,,0.00,61.48,82.57,,4.50,C. Moore,NPG07-M020,,,,,,
10/11/2007,18.9173,-155.7009,418.09,"1,254.26",418.09,,0.42,1.46,0.42,,4.00,C. Moore,NPG07-M021,,,,,,
10/11/2007,18.9533,-155.7185,721.67,721.67,0.00,,0.24,1.92,0.00,,4.50,C. Moore,NPG07-M022,,,,,,
10/11/2007,18.1587,-155.9801,"3,741.20","1,360.44",0.00,,2.04,6.12,0.00,,5.00,C. Moore,NPG07-M023,,,,,,
11/11/2007,19.2407,-155.1751,156.73,"1,097.09",156.73,,0.31,3.45,3.76,,3.00,C. Moore,NPG07-M024,,,,,,
12/11/2007,19.6952,-154.3368,221.59,"2,437.48","1,107.94",,0.22,10.41,25.26,,3.00,C. Moore,NPG07-M025,,,,,,
12/11/2007,19.8499,-154.4350,617.13,"2,879.93",411.42,,0.41,10.08,20.57,,3.00,C. Moore,NPG07-M026,,,,,,
12/11/2007,19.9206,-154.6866,"1,768.14","4,641.37","1,547.12",,1.11,28.75,121.56,,3.00,C. Moore,NPG07-M027,,,,,,
24/11/2007,19.0713,-155.4457,"1,590.78","3,181.56","1,590.78",,0.68,11.82,38.86,,3.00,C. Moore,NPG07-M028,,,,,,
24/11/2007,19.0051,-155.5729,"14,048.46","35,369.07","1,983.31",,2.50,128.89,31.40,,4.00,C. Moore,NPG07-M029,,,,,,
24/11/2007,19.3403,-156.0870,"26,247.90","24,283.77","1,785.57",,5.07,26.74,572.10,,2.00,C. Moore,NPG07-M030,,,,,,
25/11/2007,19.8962,-155.9993,0.00,725.75,0.00,,0.00,1.27,0.00,,2.00,C. Moore,NPG07-M031,25,,,,,
21/01/2008,19.2901,-156.0478,"5,713.83","3,713.99",0.00,,2.00,3.14,0.00,,3.00,C. Moore,NPG08-M032,,,,,,
23/01/2008,21.6509,-160.5405,"2,149.08","4,298.16","5,730.88",,0.72,66.62,10.75,,4.50,C. Moore,NPG08-M033,,,,,,
23/01/2008,21.6499,-160.5483,642.81,"1,285.61",0.00,,1.93,2.05,0.00,,4.50,C. Moore,NPG08-M034,,,,,,
23/01/2008,22.0117,-160.8771,719.94,"2,639.79",959.92,,0.60,23.16,20.64,,4.00,C. Moore,NPG08-M035,,,,,,
23/01/2008,22.0984,-160.9692,"3,428.30","20,021.26","1,371.32",,1.65,130.69,59.10,,3.00,C. Moore,NPG08-M036,,,,,,
24/01/2008,22.9567,-161.9107,719.94,"3,839.69",359.97,,0.36,49.44,561.80,,3.50,C. Moore,NPG08-M037,,,,,,
25/01/2008,23.5707,-164.4812,151.33,907.97,605.31,,0.23,38.29,0.83,,3.50,C. Moore,NPG08-M038,,,,,,
27/01/2008,30.1206,-165.4097,"11,453.63","14,609.22","2,337.48",,2.45,94.08,179.05,,3.00,C. Moore,NPG08-M039,,,,,,
27/01/2008,30.9890,-165.4256,"4,850.14","31,374.33","2,121.94",,1.53,215.22,104.88,,3.00,C. Moore,NPG08-M040,,,,,,
28/01/2008,32.0113,-165.4000,709.11,"18,358.04","2,994.01",,0.10,136.78,378.66,,2.30,C. Moore,NPG08-M041,,,,,,
28/01/2008,32.2366,-165.9140,"9,360.95","32,678.24","2,042.39",,1.74,206.83,"1,399.72",,3.00,C. Moore,NPG08-M042,,,,,,
29/01/2008,33.0283,-167.5915,"29,563.75","82,555.38","2,603.10",,7.62,770.33,"7,080.98",,2.50,C. Moore,NPG08-M043,,,,,,
29/01/2012,33.0118,-167.9233,"30,557.56","45,116.39","3,519.72",,5.12,202.86,"1,014.32",,2.50,C. Moore,NPG08-M044,,,,,,
29/01/2008,33.0136,-168.1356,"14,317.04","27,526.21","5,028.01",,3.78,88.62,392.27,,2.50,C. Moore,NPG08-M045,,,,,,
30/01/2008,32.8404,-170.0683,"15,427.34","7,999.36","1,371.32",,2.19,53.02,"3,126.72",,3.50,C. Moore,NPG08-M046,,,,,,
30/01/2008,32.5552,-169.6959,"4,249.66","22,873.17","1,624.87",,0.87,170.49,54.12,,4.00,C. Moore,NPG08-M047,,,,,,
31/01/2008,32.2592,-167.9920,"12,399.01","121,590.27","10,132.52",,2.27,630.68,538.56,,2.50,C. Moore,NPG08-M048,,,,,,
1/2/2008,32.5498,-165.8103,"10,496.48","25,661.63","4,894.06",,1.77,232.66,"1,015.68",,3.00,C. Moore,NPG08-M049,,,,,,
