Date,Latitude,Longitude,CD1  (/km^2),CD2  (/km^2),CD3  (/km^2),CD4  (/km^2),WD1 (g/km^2),WD2 (g/km^2),WD3 (g/km^2),WD4 (g/km^2),Sea State,Source,Info,Comments,,,,,
,,,.335-.999 mm,1.00-4.75 mm,4.75-200 mm,>200 mm,.335-.999 mm,1.00-4.75 mm,4.75-200 mm,>200 mm,(Beaufort Scale),,,,,,,,
23/09/2008,42.7634,5.9933,,,,0.00,,,,0.00,2.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
23/09/2008,42.7725,5.9231,,,,0.00,,,,0.00,2.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
23/09/2008,42.7810,5.8522,,,,1.96,,,,19.60,2.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
24/09/2008,43.0688,5.6485,,,,0.00,,,,0.00,1.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
24/09/2008,43.0590,5.5825,,,,0.00,,,,0.00,1.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
24/09/2008,43.0480,5.5169,,,,1.96,,,,19.60,1.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
24/09/2008,43.0366,5.4497,,,,0.00,,,,0.00,1.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
24/09/2008,42.8503,5.0289,,,,0.00,,,,0.00,1.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
24/09/2008,42.8129,4.9912,,,,3.93,,,,155.20,1.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
24/09/2008,42.7914,4.9692,,,,3.93,,,,39.20,1.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
24/09/2008,42.7870,4.9657,,,,0.00,,,,0.00,1.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
24/09/2008,42.7650,4.9641,,,,1.96,,,,19.60,1.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
24/09/2008,42.7168,4.9599,,,,0.00,,,,0.00,0.50,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
24/09/2008,42.6713,4.9571,,,,1.96,,,,19.60,0.50,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
24/09/2008,42.6302,4.9825,,,,1.96,,,,19.60,0.50,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
24/09/2008,42.5913,5.0210,,,,0.00,,,,0.00,1.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
24/09/2008,42.5510,5.0521,,,,0.00,,,,0.00,1.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
24/09/2008,42.5108,5.0858,,,,0.00,,,,156.80,2.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
25/09/2008,42.8956,5.7201,,,,0.00,,,,0.00,1.50,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
25/09/2008,42.8864,5.7795,,,,1.96,,,,19.60,1.50,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
25/09/2008,42.8828,5.8034,,,,0.00,,,,0.00,1.50,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
25/09/2008,42.9181,5.8333,,,,0.00,,,,0.00,1.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
25/09/2008,42.9479,5.8634,,,,5.89,,,,58.80,1.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
25/09/2008,42.9530,5.8608,,,,0.00,,,,0.00,1.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
25/09/2008,42.9344,5.8998,,,,9.82,,,,330.10,1.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
25/09/2008,42.9151,5.9431,,,,1.96,,,,19.60,1.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,,,,,,
25/09/2008,42.8977,5.9898,,,,3.93,,,,39.20,1.00,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,374,,,,,
5/9/2013,-33.9137,18.3237,,,103.80,6.70,,,993.20,51.50,2.50,Peter Ryan,Cape Town to Tristan,,"50 m transect, compensating for missed items",,,,
6/9/2013,-34.4994,16.8796,,,0.80,1.00,,,6.50,25.70,3.00,Peter Ryan,Cape Town to Tristan,,"50 m transect, compensating for missed items",,,,
7/9/2013,-34.4998,13.7682,,,0.70,0.90,,,8.50,40.60,3.00,Peter Ryan,Cape Town to Tristan,,"50 m transect, compensating for missed items",,,,
8/9/2013,-34.4998,12.6294,,,2.40,0.00,,,12.10,0.00,2.50,Peter Ryan,Cape Town to Tristan,,"50 m transect, compensating for missed items",,,,
9/9/2013,-34.4999,8.1273,,,1.30,0.60,,,48.20,52.40,3.50,Peter Ryan,Cape Town to Tristan,,"50 m transect, compensating for missed items",,,,
10/9/2013,-34.4999,3.3942,,,6.90,4.10,,,48.50,297.10,3.00,Peter Ryan,Cape Town to Tristan,,"50 m transect, compensating for missed items",,,,
11/9/2013,-34.4999,2.7445,,,0.00,1.40,,,0.00,24.00,3.50,Peter Ryan,Cape Town to Tristan,,"50 m transect, compensating for missed items",,,,
12/9/2013,-34.6460,-0.6988,,,2.90,0.60,,,44.20,192.20,3.00,Peter Ryan,Cape Town to Tristan,,"50 m transect, compensating for missed items",,,,
13/09/2013,-34.7980,-1.4227,,,1.70,1.10,,,56.80,255.60,3.00,Peter Ryan,Cape Town to Tristan,,"50 m transect, compensating for missed items",,,,
14/09/2013,-34.9460,-2.1313,,,1.20,1.60,,,35.80,270.40,3.00,Peter Ryan,Cape Town to Tristan,,"50 m transect, compensating for missed items",,,,
15/09/2013,-35.0553,-2.6553,,,1.20,0.90,,,20.00,120.70,3.00,Peter Ryan,Cape Town to Tristan,,"50 m transect, compensating for missed items",,,,
16/09/2013,-35.9387,-6.9181,,,0.70,0.00,,,14.10,0.00,2.00,Peter Ryan,Cape Town to Tristan,,"50 m transect, compensating for missed items",,,,
17/09/2013,-36.1007,-7.7032,,,0.70,0.00,,,14.20,0.00,3.00,Peter Ryan,Cape Town to Tristan,,"50 m transect, compensating for missed items",,,,
18/09/2013,-36.2609,-8.4854,,,2.00,1.50,,,28.50,473.60,3.00,Peter Ryan,Cape Town to Tristan,,"50 m transect, compensating for missed items",,,,
19/09/2013,-37.4225,-12.4576,,,0.00,0.50,,,0.00,133.30,3.00,Peter Ryan,Tristan to Gough,,"50 m transect, compensating for missed items",,,,
20/09/2013,-38.2008,-11.7613,,,0.00,0.00,,,0.00,0.00,3.00,Peter Ryan,Tristan to Gough,,"50 m transect, compensating for missed items",,,,
21/09/2013,-37.0440,-12.2405,,,0.80,0.00,,,7.50,0.00,3.50,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
22/09/2013,-36.7066,-8.4641,,,0.00,0.00,,,0.00,0.00,3.00,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
23/09/2013,-36.6444,-7.7523,,,0.00,0.00,,,0.00,0.00,2.00,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
24/09/2013,-36.5823,-7.0399,,,1.90,1.00,,,56.40,89.70,2.00,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
25/09/2013,-36.5235,-6.3653,,,2.10,0.00,,,38.40,0.00,2.00,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
26/09/2013,-36.4513,-5.5388,,,0.00,0.00,,,0.00,0.00,2.00,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
27/09/2013,-36.1431,-2.0179,,,2.30,0.00,,,41.70,0.00,3.00,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
28/09/2013,-36.0876,-1.3876,,,0.90,1.50,,,21.20,170.40,3.50,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
29/09/2013,-36.0315,-0.7483,,,1.80,0.40,,,18.10,191.70,4.00,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
30/09/2013,-35.9556,-0.0578,,,3.90,1.50,,,67.10,117.00,4.00,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
1/10/2013,-35.8796,0.6236,,,1.60,0.60,,,21.80,8.90,3.00,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
2/10/2013,-35.2849,5.9134,,,5.10,0.00,,,58.10,0.00,2.50,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
3/10/2013,-35.1912,6.7437,,,3.20,1.80,,,23.30,73.90,2.50,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
4/10/2013,-35.1145,7.4225,,,4.90,2.70,,,82.30,225.70,2.50,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
5/10/2013,-35.0363,8.1136,,,4.60,2.00,,,121.80,355.20,2.50,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
6/10/2013,-34.9573,8.7961,,,6.00,4.40,,,87.30,214.80,2.50,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
7/10/2013,-34.4273,13.4742,,,0.00,1.30,,,0.00,182.60,2.00,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
8/10/2013,-34.3805,14.0599,,,2.60,0.00,,,17.50,0.00,2.00,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
9/10/2013,-34.3837,14.4911,,,0.00,0.80,,,0.00,28.20,2.50,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
10/10/2013,-34.3871,14.9601,,,0.70,4.00,,,22.40,"1,381.60",3.00,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
11/10/2013,-34.3907,15.4412,,,2.60,2.20,,,56.20,193.20,3.00,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
12/10/2013,-33.8993,18.2893,,,21.20,3.20,,,134.20,90.20,2.00,Peter Ryan,Tristan to Cape Town,,"50 m transect, compensating for missed items",,,,
13/10/2013,-34.0001,15.0857,,,0.00,0.30,,,0.00,12.90,5.00,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
14/10/2013,-34.6706,14.1648,,,0.00,0.00,,,0.00,0.00,4.00,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
15/10/2013,-35.1413,13.8047,,,0.00,0.00,,,0.00,0.00,3.00,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
16/10/2013,-37.6615,11.8954,,,0.00,0.00,,,0.00,0.00,3.00,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
17/10/2013,-38.5160,11.2285,,,1.30,0.50,,,29.00,30.90,3.00,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
18/10/2013,-39.1349,10.7470,,,0.00,0.00,,,0.00,0.00,2.00,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
19/10/2013,-42.4210,8.0943,,,0.00,0.00,,,0.00,0.00,3.00,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
20/10/2013,-42.9111,7.9240,,,0.00,0.00,,,0.00,0.00,4.00,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
21/10/2013,-44.7687,6.9207,,,0.00,0.00,,,0.00,0.00,4.00,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
22/10/2013,-45.2704,6.4296,,,0.00,0.00,,,0.00,0.00,3.00,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
23/10/2013,-45.7947,5.9112,,,0.00,0.00,,,0.00,0.00,3.50,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
24/10/2013,-46.0923,5.6149,,,0.00,0.00,,,0.00,0.00,4.00,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
25/10/2013,-47.8445,3.8884,,,0.00,0.00,,,0.00,0.00,4.50,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
26/10/2013,-48.2773,3.4266,,,0.00,0.00,,,0.00,0.00,5.00,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
27/10/2013,-48.6277,3.0318,,,0.00,0.00,,,0.00,0.00,4.50,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
28/10/2013,-50.1534,1.3989,,,0.00,0.00,,,0.00,0.00,4.00,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
29/10/2013,-50.6770,0.8333,,,0.00,0.00,,,0.00,0.00,4.00,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
30/10/2013,-51.1095,0.3423,,,0.00,0.00,,,0.00,0.00,4.00,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
31/10/2013,-51.3656,0.0216,,,0.00,0.00,,,0.00,0.00,4.00,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
1/11/2013,-54.0649,0.0003,,,0.00,0.00,,,0.00,0.00,4.50,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
2/11/2013,-54.8832,0.0032,,,0.00,0.00,,,0.00,0.00,4.50,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
3/11/2013,-57.7333,0.0024,,,0.00,0.00,,,0.00,0.00,4.50,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
4/11/2013,-58.7641,0.0015,,,0.00,0.00,,,0.00,0.00,4.50,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
5/11/2013,-59.4802,0.0118,,,0.00,0.20,,,0.00,114.00,4.50,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
6/11/2013,-62.0155,0.0050,,,0.00,0.00,,,0.00,0.00,3.50,Peter Ryan,Cape Town to Antarctic,,"50 m transect, compensating for missed items",,,,
7/11/2013,-63.1010,0.0002,,,0.00,0.00,,,0.00,0.00,3.00,Peter Ryan,Cape Town to Antarctic,64,"50 m transect, compensating for missed items",,,,
27/05/2013,5.6347,83.1362,"1,817.53",0.00,0.00,,0.02,0.00,0.00,,5.00,M. Eriksen,Manta 1,,Bay of Bengal 2013,,,,
27/05/2013,5.7087,83.7122,"1,924.17",641.39,0.00,,0.02,1.99,0.00,,5.00,M. Eriksen,Manta 3,,Bay of Bengal 2013,,,,
28/05/2013,5.8953,85.0038,0.00,656.04,0.00,,0.00,11.46,0.00,,4.00,M. Eriksen,Manta 5,,Bay of Bengal 2013,,,,
28/05/2013,5.9693,85.7022,604.01,"1,510.01",0.00,,0.03,1.27,0.00,,4.00,M. Eriksen,Manta 7,,Bay of Bengal 2013,,,,
29/05/2013,6.1637,86.9385,240.10,240.10,0.00,,0.02,0.24,0.00,,4.00,M. Eriksen,Manta 9,,Bay of Bengal 2013,,,,
29/05/2013,6.2427,87.6247,436.84,218.42,0.00,,0.02,1.42,0.00,,4.00,M. Eriksen,Manta 11,,Bay of Bengal 2013,,,,
30/05/2013,6.4225,88.7502,289.07,578.15,0.00,,0.03,0.09,0.00,,4.00,M. Eriksen,Manta 13,,Bay of Bengal 2013,,,,
30/05/2013,6.4692,89.3732,555.25,277.63,0.00,,0.03,8.61,0.00,,4.00,M. Eriksen,Manta 15,,Bay of Bengal 2013,,,,
31/05/2013,6.6318,90.5578,871.95,290.65,0.00,,0.03,0.29,0.00,,3.00,M. Eriksen,Manta 17,,Bay of Bengal 2013,,,,
31/05/2013,6.5213,91.1412,599.53,"3,597.19",0.00,,0.02,11.77,0.00,,3.00,M. Eriksen,Manta 19,,Bay of Bengal 2013,,,,
1/6/2013,6.4847,92.2643,"16,339.26","13,530.95",510.60,,1.89,25.27,23.56,,2.00,M. Eriksen,Manta 21,,Bay of Bengal 2013,,,,
1/6/2013,6.4857,92.8970,"7,064.18","6,843.42",441.51,,1.13,22.85,25.23,,3.00,M. Eriksen,Manta 23,,Bay of Bengal 2013,,,,
2/6/2013,6.5455,93.6810,"5,112.19",340.81,0.00,,0.51,0.07,0.00,,2.00,M. Eriksen,Manta 25,,Bay of Bengal 2013,,,,
2/6/2013,6.6995,94.1268,773.41,"1,031.21",0.00,,0.03,0.26,0.00,,2.00,M. Eriksen,Manta 27,,Bay of Bengal 2013,,,,
3/6/2013,6.8540,94.8588,"13,494.21","1,840.12",0.00,,5.28,3.62,0.00,,3.00,M. Eriksen,Manta 29,,Bay of Bengal 2013,,,,
3/6/2013,6.9277,95.3367,"1,628.84",814.42,0.00,,0.08,4.19,0.00,,5.00,M. Eriksen,Manta 31,,Bay of Bengal 2013,,,,
4/6/2013,7.0105,96.2980,"1,044.91","1,253.89",0.00,,0.25,2.47,0.00,,4.00,M. Eriksen,Manta33,,Bay of Bengal 2013,,,,
4/6/2013,7.2808,96.8997,750.68,"2,815.04",0.00,,0.02,3.28,0.00,,5.00,M. Eriksen,Manta 35,18,Bay of Bengal 2013,,,,
5/24/2012,2.3037,101.8536,,,"2,146.00",112.90,,,"4,099.50","11,963.90",2.50,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
5/24/2012,2.4215,101.6940,,,"4,390.50",203.90,,,"7,939.60","24,196.40",3.00,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
5/24/2012,2.6484,101.3775,,,"2,324.30",118.40,,,"4,508.30","12,865.30",1.50,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
5/24/2012,2.8568,100.9803,,,"1,200.70",102.40,,,"3,408.30","17,364.30",1.50,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
5/24/2012,3.1583,100.6398,,,236.30,20.50,,,637.60,"3,667.00",1.50,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
5/24/2012,3.4716,100.2591,,,93.30,7.90,,,265.40,647.80,2.50,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
5/25/2012,5.5069,97.4760,,,108.10,17.10,,,480.20,"5,224.80",2.50,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
5/25/2012,5.6427,97.0270,,,110.40,15.80,,,453.70,"4,852.40",4.50,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
5/25/2012,5.7739,96.5858,,,135.40,10.20,,,416.20,"2,440.10",8.00,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
5/25/2012,5.9026,96.1541,,,78.40,6.20,,,248.00,729.60,7.00,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
5/25/2012,6.0339,95.7130,,,2.30,0.50,,,8.40,708.90,6.50,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
5/25/2012,6.1668,95.2768,,,4.90,1.60,,,38.60,284.30,6.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
5/26/2012,6.9782,92.5532,,,4.10,4.90,,,29.00,647.50,7.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
5/26/2012,7.1325,92.0312,,,12.60,8.70,,,55.70,"2,273.90",7.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
5/26/2012,7.2746,91.5464,,,8.40,3.60,,,17.50,625.40,7.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
5/26/2012,7.4112,91.0720,,,3.50,3.30,,,14.60,"1,645.30",7.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
5/28/2012,8.7437,89.2574,,,2.00,0.00,,,15.70,0.00,6.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
5/28/2012,9.1083,89.1532,,,11.90,5.70,,,38.50,"1,724.80",5.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
5/28/2012,9.4996,89.0420,,,5.90,2.00,,,12.60,78.80,7.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
5/28/2012,9.9280,88.9212,,,1.60,0.60,,,4.10,221.90,7.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
5/28/2012,10.3648,88.7960,,,1.70,1.30,,,3.30,45.40,7.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
5/28/2012,10.7990,88.6758,,,0.90,0.70,,,0.90,53.30,7.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
5/29/2012,11.8389,88.5981,,,0.80,0.60,,,1.60,46.70,7.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
5/29/2012,12.2929,88.7153,,,3.20,1.90,,,5.60,106.70,6.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
5/29/2012,12.7541,88.7501,,,1.60,0.40,,,1.60,358.50,6.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
5/30/2012,14.8168,89.0953,,,5.60,3.10,,,30.50,204.10,3.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
5/30/2012,15.2756,89.1725,,,1.70,0.70,,,14.60,50.40,5.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/1/2012,17.4716,89.5102,,,17.10,5.90,,,64.20,"1,276.00",5.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/1/2012,18.0160,89.5479,,,7.20,2.60,,,24.20,541.20,5.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/2/2012,17.9407,89.3400,,,30.00,6.70,,,82.40,"1,912.60",5.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/3/2012,18.0300,89.6801,,,20.50,2.30,,,49.80,265.80,6.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/3/2012,17.5285,89.6424,,,5.90,4.70,,,23.00,"2,228.90",6.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/5/2012,16.0351,87.9590,,,7.00,0.00,,,21.80,0.00,6.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/5/2012,16.4799,87.8248,,,4.10,0.00,,,18.20,0.00,6.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/7/2012,16.0355,87.8699,,,7.40,2.20,,,17.50,41.10,6.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/8/2012,15.8782,88.2682,,,9.60,1.30,,,13.60,"1,334.20",5.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/8/2012,15.5013,88.5533,,,1.60,0.00,,,8.20,0.00,4.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/8/2012,15.1337,88.8300,,,6.70,0.00,,,13.30,0.00,4.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/9/2012,12.6874,88.7831,,,1.30,0.50,,,3.40,441.50,6.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/9/2012,12.1400,88.7046,,,1.60,1.30,,,3.20,577.80,5.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/10/2012,9.3921,89.0742,,,1.30,0.00,,,11.30,0.00,7.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/10/2012,8.8436,89.2881,,,2.10,0.60,,,13.50,10.60,7.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/11/2012,8.2875,89.3885,,,0.80,0.00,,,12.50,0.00,7.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/11/2012,7.8646,89.5398,,,1.70,0.00,,,2.50,0.00,7.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/11/2012,7.4454,89.6913,,,1.70,1.30,,,5.00,105.50,7.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/11/2012,7.0296,89.8447,,,5.50,0.60,,,32.40,"1,274.10",7.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/11/2012,6.7212,90.0107,,,1.60,1.30,,,3.30,99.10,7.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/12/2012,6.8050,91.3838,,,0.80,0.70,,,1.70,52.10,6.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/12/2012,6.7124,91.8258,,,0.00,1.40,,,0.00,111.60,5.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/12/2012,6.6280,92.2253,,,11.10,2.90,,,79.30,179.80,5.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/12/2012,6.5470,92.6240,,,13.90,5.80,,,89.00,"1,948.00",6.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/12/2012,6.4610,93.0193,,,24.60,2.90,,,144.90,221.30,6.00,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/12/2012,6.3811,93.4229,,,12.40,3.20,,,80.40,600.10,6.50,Peter Ryan,Bay of Bengal,,"50 m transect, compensating for missed items",,,,
6/13/2012,5.7471,96.1514,,,435.40,9.80,,,"1,088.40",547.20,2.50,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
6/13/2012,5.6364,96.5635,,,61.70,10.30,,,177.60,504.30,2.50,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
6/13/2012,5.5288,96.9558,,,215.20,24.80,,,519.60,"1,295.00",1.50,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
6/13/2012,5.4201,97.3536,,,297.90,12.00,,,747.20,"1,376.70",3.50,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
6/13/2012,5.2349,97.7096,,,280.80,12.80,,,788.90,522.70,4.00,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
6/13/2012,5.0015,98.0552,,,165.50,18.50,,,386.50,"3,567.80",3.50,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
6/14/2012,3.2874,100.2856,,,94.50,5.30,,,178.00,248.30,3.00,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
6/14/2012,3.0186,100.6328,,,11.50,1.70,,,55.90,62.80,4.00,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
6/14/2012,2.7963,100.9829,,,41.60,5.00,,,114.10,"2,208.40",3.50,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
6/14/2012,2.5986,101.3538,,,83.90,19.50,,,250.20,"2,000.70",2.00,Peter Ryan,Straits of Malacca,,"50 m transect, compensating for missed items",,,,
6/14/2012,2.3564,101.6925,,,328.90,13.20,,,614.40,920.40,2.50,Peter Ryan,Straits of Malacca,64,"50 m transect, compensating for missed items",,,,
