X,Y,Name,description,Sea State,Description2,Long,Time (HST),Lat,Debris Categories,Date,Field_1,Time (PDT),Debris Types
-151.756599999834,34.8785166668038,1032,Car tire with rim,"F1 ENE, 0' ww",,-151.7566,,34.878517,,8/8/2012,1032,1032,4
-151.738083333208,34.8948499999347,1047,Dark plastic bottle,"F1 ENE, 0' ww",,-151.738083,,34.89485,,8/8/2012,1047,1047,2
-151.735516666778,34.8974166663577,1050,"6"" sqr piece white plastic","F3 NE, 1-2' ww",,-151.735517,,34.897417,,8/8/2012,1050,1050,2
-151.741783333065,34.9083000002645,1057,Plastic bottle,"F3 NE, 1-2' ww",,-151.741783,,34.9083,,8/8/2012,1057,1057,2
-151.718766666516,34.9139333331943,1103,Small black object,"F3 NE, 1-2' ww",,-151.718767,,34.913933,,8/8/2012,1103,1103,8
-151.700399999677,34.9185833335071,1104,Two small black objects,"F3 NE, 1-2' ww",,-151.7004,,34.918583,,8/8/2012,1104,1104,8
-151.715066666659,34.9190833332282,1106,Small discolored object,"F3 NE, 1-2' ww",,-151.715067,,34.919083,,8/8/2012,1106,1106,8
-151.703866666631,34.9315333336217,1114,"2"" dia x 5"" long white plastic bottle","F3 NE, 1-2' ww",,-151.703867,,34.931533,,8/8/2012,1114,1114,2
-151.690583333322,34.9469500000696,1129,"6"" dia irregular orange object","F3 NE, 1-2' ww",,-151.690583,,34.94695,,8/8/2012,1129,1129,8
-151.671850000236,34.9663666664815,1150,"12""x6""x3"" block of orange foam","F2 NE, 1-2' ww",,-151.67185,,34.966367,,8/8/2012,1150,1150,1
-151.646049999898,34.9931833335242,1217,"10"" dia white float & green plastic jug","F1 E, 0' ww",,-151.64605,,34.993183,,8/8/2012,1217,1217,7
-151.646049999898,34.9931833335242,1217,"10"" dia white float & green plastic jug","F1 E, 0' ww",,-151.64605,,34.993183,,8/8/2012,1217,1217,2
-151.642166666469,34.9979499996879,1221,"4""x4""x1"" white foam","F1 E, 0' ww",,-151.642167,,34.99795,,8/8/2012,1221,1221,1
-151.636833333592,35.0047166666738,1226,Small white object,"F1 E, 0' ww",,-151.636833,,35.004717,,8/8/2012,1226,1226,8
-151.634633333411,35.0074999998432,1234,Small white object,"F1 E, 0' ww",,-151.634633,,35.0075,,8/8/2012,1234,1234,8
-151.633416666868,35.0090333336856,1234,"6""dia x 16"" long white object (boat fender?)","F1 E, 0' ww",,-151.633417,,35.009033,,8/8/2012,1234,1234,8
-151.630333333504,35.0128666668851,1234,Three white objects,"F1 E, 0' ww",,-151.630333,,35.012867,,8/8/2012,1234,1234,8
-151.628483333126,35.015249999889,1234,Three white objects,"F1 E, 0' ww",,-151.628483,,35.01525,,8/8/2012,1234,1234,8
-131.627016666927,35.0003833336635,1237,Two small chunks of foam,"F1 E, 0' ww",,-131.627017,,35.000383,,8/8/2012,1237,1237,1
-151.625583333336,35.0188000003497,1239,"12"" dia black plastic float","F1 SE, 0' ww",,-151.625583,,35.0188,,8/8/2012,1239,1239,7
-151.623599999614,35.0213999999834,1240,Small chunk of white foam,"F1 SE, 0' ww",,-151.6236,,35.0214,,8/8/2012,1240,1240,1
-151.621899999922,35.0236333330121,1241,"12"" dia white object","F1 SE, 0' ww",,-151.6219,,35.023633,,8/8/2012,1241,1241,8
-151.619516667066,35.0268666666554,1244,"12"" dia white object","F1 SE, 0' ww",,-151.619517,,35.026867,,8/8/2012,1244,1244,8
-151.618349999853,35.0282333332156,1245,"8""x3""x1"" discolored object","F1 SE, 0' ww",,-151.61835,,35.028233,,8/8/2012,1245,1245,8
-151.617450000228,35.0296666670062,1246,"Three 5""x3"" white roped net floats","F1 SE, 0' ww",,-151.61745,,35.029667,,8/8/2012,1246,1246,8
-151.61291666652,35.0360333329781,1251,"3""x3""x1"" chunk of white foam","F1 SE, 0' ww",,-151.612917,,35.036033,,8/8/2012,1251,1251,1
-151.606699999563,35.0453666668336,1259,"18"" dia net float","F1 SE, 0' ww",,-151.6067,,35.045367,,8/8/2012,1259,1259,7
-151.606699999563,35.0453666668336,1259,"Two 18"" dia floats with net mass","F1 SE, 0' ww",,-151.6067,,35.045367,,8/8/2012,1259,1259,7
-151.606699999563,35.0453666668336,1259,"Two 18"" dia floats with net mass","F1 SE, 0' ww",,-151.6067,,35.045367,,8/8/2012,1259,1259,8
-151.596899999651,35.0576999998896,1306,"8"" long piece of white foam & white float","F1 SE, 0' ww",,-151.5969,,35.0577,,8/8/2012,1306,1306,1
-151.596899999651,35.0576999998896,1306,"8"" long piece of white foam & white float","F1 SE, 0' ww",,-151.5969,,35.0577,,8/8/2012,1306,1306,7
-151.592766666874,35.0626166664611,1313,"18"" dia white buoy","F1 SE, 0' ww",,-151.592767,,35.062617,,8/8/2012,1313,1313,7
-151.578350000138,35.0788500000129,1339,"12"" dia orange foam w/ 2"" dia PVC pipe","F1 SE, 0' ww",,-151.57835,,35.07885,,8/8/2012,1339,1339,1
-151.578350000138,35.0788500000129,1339,"12"" dia orange foam w/ 2"" dia PVC pipe","F1 SE, 0' ww",,-151.57835,,35.07885,,8/8/2012,1339,1339,2
-151.910833332898,35.0781666669706,1340,Refridgerator without door,"F1 SE, 0' ww",,-151.910833,,35.078167,,8/8/2012,1340,1340,4
-151.57316666705,35.0672000000891,1349,"18"" dia white float & 12""x18"" flat plastic","F1 SE, 0' ww",,-151.573167,,35.0672,,8/8/2012,1349,1349,7
-151.57316666705,35.0672000000891,1349,"18"" dia white float & 12""x18"" flat plastic","F1 SE, 0' ww",,-151.573167,,35.0672,,8/8/2012,1349,1349,2
-151.57316666705,35.0672000000891,1349,"Two 12"" dia black floats & white plastic chunk","F1 SE, 0' ww",,-151.573167,,35.0672,,8/8/2012,1349,1349,7
-151.57316666705,35.0672000000891,1349,"Two 12"" dia black floats & white plastic chunk","F1 SE, 0' ww",,-151.573167,,35.0672,,8/8/2012,1349,1349,2
-151.566616666733,35.095116666897,1356,"6""x3"" small white float & white plastic bottle","F1 SE, 0' ww",,-151.566617,,35.095117,,8/8/2012,1356,1356,7
-151.566616666733,35.095116666897,1356,"6""x3"" small white float & white plastic bottle","F1 SE, 0' ww",,-151.566617,,35.095117,,8/8/2012,1356,1356,2
-151.560850000038,35.1041166669847,1402,"3""x3""x3""x1"" thick triangular shaped foam","F1 SE, 0' ww",,-151.56085,,35.104117,,8/8/2012,1402,1402,1
-151.558983333217,35.1065833333135,1405,Two small white foam chunks,"F1 SE, 0' ww",,-151.558983,,35.106583,,8/8/2012,1405,1405,1
-151.556783333035,35.1095666667364,1407,"Four white objects less than 12"" long","F1 SE, 0' ww",,-151.556783,,35.109567,,8/8/2012,1407,1407,8
-151.551149999685,35.1169999999151,1412,Three small pieces of white foam,"F1 SE, 0' ww",,-151.55115,,35.117,,8/8/2012,1412,1412,1
-151.551149999685,35.1169999999151,1412,"18"" dia x 24"" long white foam","F1 SE, 0' ww",,-151.55115,,35.117,,8/8/2012,1412,1412,1
-151.546816666892,35.121749999778,1416,"Six chunks white foam 2"" to 6"" long","F1 SE, 0' ww",,-151.546817,,35.12175,,8/8/2012,1416,1416,1
-151.543949999988,35.1256833336519,1419,Three chunks white foam,"F1 SE, 0' ww",,-151.54395,,35.125683,,8/8/2012,1419,1419,1
-151.543949999988,35.1256833336519,1419,"12""x4"" piece flat white foam","F1 SE, 0' ww",,-151.54395,,35.125683,,8/8/2012,1419,1419,1
-151.541050000197,35.1301333335337,1422,Two small chunks of foam,"F1 SE, 0' ww",,-151.54105,,35.130133,,8/8/2012,1422,1422,1
-151.538516666655,35.1339833331,1425,White foam or net float,"F1 SE, 0' ww",,-151.538517,,35.133983,,8/8/2012,1425,1425,7
-151.535416666847,35.1549666666934,1428,"1"" dia PVC elbow piece in orange foam","F1 SE, 0' ww",,-151.535417,,35.154967,,8/8/2012,1428,1428,2
-151.535416666847,35.1549666666934,1428,"1"" dia PVC elbow piece in orange foam","F1 SE, 0' ww",,-151.535417,,35.154967,,8/8/2012,1428,1428,1
-151.535416666847,35.1549666666934,1428,"6"" white foam piece","F1 SE, 0' ww",,-151.535417,,35.154967,,8/8/2012,1428,1428,1
-151.531266666729,35.1437499999142,1432,"Various small white foam pieces 1"" to 6"" long","F1 SE, 0' ww",,-151.531267,,35.14375,,8/8/2012,1432,1432,1
-151.526816667034,35.1500499997647,1437,"12"" piece white foam, field of microplastics","F1 SE, 0' ww",,-151.526817,,35.15005,,8/8/2012,1437,1437,1
-151.526816667034,35.1500499997647,1437,"12"" piece white foam, field of microplastics","F1 SE, 0' ww",,-151.526817,,35.15005,,8/8/2012,1437,1437,2
-151.526816667034,35.1500499997647,1437,"Twenty or more foam pieces 1-8"" long","F1 SE, 0' ww",,-151.526817,,35.15005,,8/8/2012,1437,1437,1
-151.524166666591,35.1535666664017,1441,Various small white foam pieces,"F1 SE, 0' ww",,-151.524167,,35.153567,,8/8/2012,1441,1441,1
-151.524166666591,35.1535666664017,1441,"Wooden turned post, 3' long x 3"" dia","F1 SE, 0' ww",,-151.524167,,35.153567,,8/8/2012,1441,1441,5
-151.519433333764,35.1598500002646,1446,"4"" sqr x 1/2"" thick white foam","F1 SE, 0' ww",,-151.519433,,35.15985,,8/8/2012,1446,1446,1
-151.51678333332,35.1583166667799,1448,Three white foam pieces,"F1 SE, 0' ww",,-151.516783,,35.158317,,8/8/2012,1448,1448,1
-151.514249999778,35.1661166664569,1450,"Three white foam pieces, one was 24"" sqr x 1"" thick","F1 SE, 0' ww",,-151.51425,,35.166117,,8/8/2012,1450,1450,1
-151.512600000315,35.1527833330533,1454,"Three chunks white foam, 2"" to 6"" long","F1 SE, 0' ww",,-151.5126,,35.152783,,8/8/2012,1454,1454,1
-151.508833332888,35.1737,1457,3' dia mass of fish netting,"F1 SE, 0' ww",,-151.508833,,35.1737,,8/8/2012,1457,1457,8
-151.506233333571,35.1765333335421,1506,"Four chunks white foam, 2"" to 4"" long","F1 SE, 0' ww",,-151.506233,,35.176533,,8/8/2012,1506,1506,1
-151.491600000375,35.1944666665007,1513,"12"" dia red plastic buoy","F1 SE, 0' ww",,-151.4916,,35.194467,,8/8/2012,1513,1513,7
-151.432450000199,35.2701666668164,1615,Plastic water bottle,"F1 SE, 0' ww",,-151.43245,,35.270167,,8/8/2012,1615,1615,2
-151.409033333617,35.3002833334163,1636,"12"" float, plastic bottle, 12"" sqr plastic sheet","F1 SE, 0' ww",,-151.409033,,35.300283,,8/8/2012,1636,1636,7
-151.409033333617,35.3002833334163,1636,"12"" float, plastic bottle, 12"" sqr plastic sheet","F1 SE, 0' ww",,-151.409033,,35.300283,,8/8/2012,1636,1636,2
-151.407550000385,35.3023333333437,1638,"18"" piece yellow foam","F1 SE, 0' ww",,-151.40755,,35.302333,,8/8/2012,1638,1638,1
-151.352083333623,35.3672333330807,1724,1' dia white plastic buoy,"F1 SE, 0' ww",,-151.352083,,35.367233,,8/8/2012,1724,1724,7
-151.347933333504,35.3717333331392,1728,Plastic water bottle,"F1 SE, 0' ww",,-151.347933,,35.371733,,8/8/2012,1728,1728,2
-150.064250000229,36.7990333331973,1303,5 gallon white plastic bucket,"F4 SSE, 2' ww",,-150.06425,,36.799033,,8/9/2012,1303,1303,2
-150.054549999876,36.8076833335555,1312,"8"" long red light bulb","F4 SSE, 2' ww",,-150.05455,,36.807683,,8/9/2012,1312,1312,3
-150.05336666622,36.8374333334255,1334,"Glass bottle, shaped like Snapple","F4 SSE, 2' ww",,-150.053367,,36.837433,,8/9/2012,1334,1334,3
-149.977233333777,36.8752833334783,1403,Plastic bottle,"F4 SSE, 2' ww",,-149.977233,,36.875283,,8/9/2012,1403,1403,2
-149.936666666899,36.9088333329807,1426,"12"" dia red plastic float","F4 SSE, 2' ww",,-149.936667,,36.908833,,8/9/2012,1426,1426,7
-149.613766666694,37.1748166664136,1751,"24"" sqr x 4"" thick chunk of yellow foam","F4 SSE, 2' ww",,-149.613767,,37.174817,,8/9/2012,1751,1751,1
-149.59471666669,37.1901666663473,1804,Small plastic shopping basket,"F4 SSW, 2' ww",,-149.594717,,37.190167,,8/9/2012,1804,1804,2
-149.328833333151,37.3950166665122,2128,5 gallon white plastic bucket,"F4 SSW, 2' ww",,-149.328833,,37.395017,,8/9/2012,2128,2128,2
-149.306816666685,37.4150166665597,2146,"8"" dia chunk of yellow foam","F4 SSW, 2' ww",,-149.306817,,37.415017,,8/9/2012,2146,2146,1
-149.272949999912,37.443,2210,1' dia black plastic float,"F4 SSW, 2' ww",,-149.27295,,37.443,,8/9/2012,2210,2210,7
-148.157983333109,38.428566666962,1045,1' dia glass float w/ netting (recovered),"F4 NW, 3-4' ww",,-148.157983,,38.428567,,8/10/2012,1045,1045,3
-148.157983333109,38.428566666962,1045,1' dia glass float w/ netting (recovered),"F4 NW, 3-4' ww",,-148.157983,,38.428567,,8/10/2012,1045,1045,8
-147.687499999716,38.9501833330961,1649,"10"" dia white float","F4 NW, 3-4' ww",,-147.6875,,38.950183,,8/10/2012,1649,1649,7
-147.666083333299,38.9749166665555,1705,White plastic bottle,"F4 NW, 3-4' ww",,-147.666083,,38.974917,,8/10/2012,1705,1705,2
-147.621749999893,39.02433333337,1736,"5"" long piece white foam","F4 NW, 3-4' ww",,-147.62175,,39.024333,,8/10/2012,1736,1736,1
-147.611766666408,39.0349666665905,1742,Small tire w/ rim,"F4 NW, 3-4' ww",,-147.611767,,39.034967,,8/10/2012,1742,1742,6
-147.611766666408,39.0349666665905,1742,Small tire w/ rim,"F4 NW, 3-4' ww",,-147.611767,,39.034967,,8/10/2012,1742,1742,4
-147.61058333365,39.0363500000499,1743,1' dia black plastic float,"F4 NW, 3-4' ww",,-147.610583,,39.03635,,8/10/2012,1743,1743,7
-147.454749999556,39.1763666667704,1936,"12"" dia white float","F4 NW, 3-4' ww",,-147.45475,,39.176367,,8/10/2012,1936,1936,7
-147.427516667114,39.1997500000345,1950,"Two 12"" dia glass floats, tied together with netting (recovered)","F2 W, 1-2' ww",,-147.427517,,39.19975,,8/10/2012,1950,1950,3
-147.427516667114,39.1997500000345,1950,"Two 12"" dia glass floats, tied together with netting (recovered)","F2 W, 1-2' ww",,-147.427517,,39.19975,,8/10/2012,1950,1950,8
-147.332400000441,39.2855833335382,2158,6'x4'x3' section of foam filled concrete dock,"F2 W, 1-2' ww",,-147.3324,,39.285583,,8/10/2012,2158,2158,8
-146.37799999966,40.1406500000482,0830,4'x4'x3' white plastic fishing tote box,"F4 W, 4-5' ww",,-146.378,,40.14065,,8/11/2012,0830,0830,2
-146.376916666462,40.1491666666279,0840,"18"" dia x 30' long log/pole","F4 W, 4-5' ww",,-146.376917,,40.149167,,8/11/2012,0840,0840,5
-146.368083333746,40.0746833330242,0845,"14""x20"" oblong orange float","F4 W, 4-5' ww",,-146.368083,,40.074683,,8/11/2012,0845,0845,7
-146.349033333742,40.2759333336419,0857,"18"" dia black plastic float w/ mass of rope","F4 W, 4-5' ww",,-146.349033,,40.275933,,8/11/2012,0857,0857,7
-146.349033333742,40.2759333336419,0857,"18"" dia black plastic float w/ mass of rope","F4 W, 4-5' ww",,-146.349033,,40.275933,,8/11/2012,0857,0857,8
-133.501166666296,40.7995500000489,1548,"8' long x 12-16"" dia log/pole","F4 SE, 2-4' ww",,-133.501167,,40.79955,,8/11/2012,1548,1548,5
-145.060283333381,41.0004500001941,1830,"50' long capsized boat w/ marine growth, asian design","F4 SE, 2-4' ww",,-145.060283,,41.00045,,8/11/2012,1830,1830,8
-142.431883333391,42.2720833334183,1311,55 gallon sized white plastic drum,"F4 SE, 2-4' ww",,-142.431883,,42.272083,,8/12/2012,1311,1311,2
-142.142266666352,42.3985666664763,1509,"10' long x 14"" dia log/pole","F3 SE, 3-4' ww",,-142.142267,,42.398567,,<Null>,1509,1509,5
-141.841816666431,42.5512833330599,1714,"8"" long piece of white foam","F3 S, 2-3' ww",,-141.841817,,42.551283,,<Null>,1714,1714,1
-141.774783333393,42.5825833330205,1743,"10-12"" fishing float","F3 S, 2-3' ww",,-141.774783,,42.582583,,<Null>,1743,1743,7
-138.420666666678,43.9460999997175,2050,Three 1' dia black plastic floats (recovered),"F3 W, 2-3' ww",,-138.420667,,43.9461,,8/13/2012,2050,2050,7
